"Quarter","HB","HBQF","HBName","HBNameQF","ADPName","ADPNameQF","ServiceType","ServiceTypeQF","SubstanceType","SubstanceTypeQF","Measure","Waited_1_week_or_less","Waited_more_than_1_week_but_within_2_weeks","Waited_more_than_2_week_but_within_3_weeks","Waited_more_than_3_week_but_within_4_weeks","Waited_more_than_4_week_but_within_8_weeks","Waited_more_than_8_week_but_within_12_weeks","Waited_more_than_12_week_but_within_26_weeks","Waited_more_than_26_week_but_within_52_weeks","Waited_more_than_52_week","LDP_standard_waited_3_weeks_or_less","LDP_standard_waited_more_than_3_weeks","Median_length_of_wait_days"
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","South Ayrshire ADP","","Community-based service","","Co-dependency","","Percentage",95,5,0,0,0,0,0,0,0,100,0,2.5
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","South Ayrshire ADP","","Community-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","South Ayrshire ADP","","Community-based service","","Co-dependency","","Percentage",90,10,0,0,0,0,0,0,0,100,0,3.5
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","South Ayrshire ADP","","Community-based service","","Co-dependency","","Percentage",92.857,7.143,0,0,0,0,0,0,0,100,0,1
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","South Ayrshire ADP","","Community-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,2
"Q4 2023/2024","S08000015","","NHS Ayrshire & Arran","","South Ayrshire ADP","","Community-based service","","Drug","","Percentage",83.673,16.327,0,0,0,0,0,0,0,100,0,2
"Q1 2024/2025","S08000015","","NHS Ayrshire & Arran","","South Ayrshire ADP","","Community-based service","","Drug","","Percentage",87.5,9.375,3.125,0,0,0,0,0,0,100,0,1
"Q2 2024/2025","S08000015","","NHS Ayrshire & Arran","","South Ayrshire ADP","","Community-based service","","Drug","","Percentage",89.362,10.638,0,0,0,0,0,0,0,100,0,1
"Q3 2024/2025","S08000015","","NHS Ayrshire & Arran","","South Ayrshire ADP","","Community-based service","","Drug","","Percentage",95.556,2.222,0,0,2.222,0,0,0,0,97.778,2.222,1
"Q4 2024/2025","S08000015","","NHS Ayrshire & Arran","","South Ayrshire ADP","","Community-based service","","Drug","","Percentage",90.698,6.977,2.326,0,0,0,0,0,0,100,0,3
"Q4 2023/2024","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Alcohol","","Percentage",90.789,7.895,1.316,0,0,0,0,0,0,100,0,1
"Q1 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Alcohol","","Percentage",77.049,16.393,1.639,0,4.918,0,0,0,0,95.082,4.918,1
"Q2 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Alcohol","","Percentage",81.818,12.987,3.896,0,1.299,0,0,0,0,98.701,1.299,0
"Q3 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Alcohol","","Percentage",78.873,14.085,5.634,0,1.408,0,0,0,0,98.592,1.408,0
"Q4 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Alcohol","","Percentage",91.304,5.797,0,2.899,0,0,0,0,0,97.101,2.899,0
"Q4 2023/2024","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","All","d","Percentage",90.476,7.143,1.587,0,0.794,0,0,0,0,99.206,0.794,1
"Q1 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","All","d","Percentage",75.926,18.519,1.852,0.926,2.778,0,0,0,0,96.296,3.704,2
"Q2 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","All","d","Percentage",79.832,16.807,2.521,0,0.84,0,0,0,0,99.16,0.84,0
"Q3 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","All","d","Percentage",79.825,14.035,5.263,0,0.877,0,0,0,0,99.123,0.877,0
"Q4 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","All","d","Percentage",93.525,5.036,0,1.439,0,0,0,0,0,98.561,1.439,0
"Q4 2023/2024","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q1 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Co-dependency","","Percentage",60,40,0,0,0,0,0,0,0,100,0,5
"Q2 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Co-dependency","","Percentage",80,20,0,0,0,0,0,0,0,100,0,0
"Q3 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Co-dependency","","Percentage",86.667,6.667,6.667,0,0,0,0,0,0,100,0,0
"Q4 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Drug","","Percentage",88.372,6.977,2.326,0,2.326,0,0,0,0,97.674,2.326,3
"Q1 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Drug","","Percentage",76.19,19.048,2.381,2.381,0,0,0,0,0,97.619,2.381,4
"Q2 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Drug","","Percentage",75,25,0,0,0,0,0,0,0,100,0,2
"Q3 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Drug","","Percentage",78.571,17.857,3.571,0,0,0,0,0,0,100,0,1
"Q4 2024/2025","S08000016","","NHS Borders","","Scottish Borders ADP","","Community-based service","","Drug","","Percentage",94.231,5.769,0,0,0,0,0,0,0,100,0,1
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Alcohol","","Percentage",56.784,29.648,9.548,3.518,0.503,0,0,0,0,95.98,4.02,7
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Alcohol","","Percentage",54.494,34.27,10.112,1.124,0,0,0,0,0,98.876,1.124,7
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Alcohol","","Percentage",47.222,40.278,11.111,0.694,0.694,0,0,0,0,98.611,1.389,8
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Alcohol","","Percentage",60.274,29.452,8.904,0.685,0.685,0,0,0,0,98.63,1.37,7
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1.5
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Alcohol","","Percentage",62.105,30,5.789,1.579,0.526,0,0,0,0,97.895,2.105,7
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","All","d","Percentage",64.744,24.679,7.372,2.885,0.321,0,0,0,0,96.795,3.205,6
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","All","d","Percentage",95.833,0,0,0,4.167,0,0,0,0,95.833,4.167,0
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","All","d","Percentage",64.846,28.328,6.143,0.683,0,0,0,0,0,99.317,0.683,6
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","All","d","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","All","d","Percentage",55.061,34.413,8.097,0.405,1.619,0,0.405,0,0,97.571,2.429,7
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","All","d","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","All","d","Percentage",67.647,26.05,5.462,0.42,0.42,0,0,0,0,99.16,0.84,5
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","All","d","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","All","d","Percentage",69.091,24.727,4.727,1.091,0.364,0,0,0,0,98.545,1.455,6
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","All","d","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Co-dependency","","Percentage",73.684,21.053,5.263,0,0,0,0,0,0,100,0,5
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Co-dependency","","Percentage",75,0,0,0,25,0,0,0,0,75,25,1
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Co-dependency","","Percentage",64.706,35.294,0,0,0,0,0,0,0,100,0,5
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Co-dependency","","Percentage",53.333,46.667,0,0,0,0,0,0,0,100,0,7
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Co-dependency","","Percentage",78.571,21.429,0,0,0,0,0,0,0,100,0,5
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,6
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Co-dependency","","Percentage",85.714,7.143,7.143,0,0,0,0,0,0,100,0,4.5
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Drug","","Percentage",79.787,14.894,3.191,2.128,0,0,0,0,0,97.872,2.128,3
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Drug","","Percentage",83.673,16.327,0,0,0,0,0,0,0,100,0,2
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Drug","","Percentage",68.182,22.727,4.545,0,3.409,0,1.136,0,0,95.455,4.545,4
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Drug","","Percentage",79.487,20.513,0,0,0,0,0,0,0,100,0,3
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Community-based service","","Drug","","Percentage",84.507,14.085,1.408,0,0,0,0,0,0,100,0,2
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","Dumfries & Galloway ADP","","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Alcohol","","Percentage",35.625,26.562,29.375,2.812,3.75,0.938,0.938,0,0,91.562,8.438,12
"Q1 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Alcohol","","Percentage",32.852,30.325,31.408,2.888,2.527,0,0,0,0,94.585,5.415,13
"Q2 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Alcohol","","Percentage",34.737,30.526,27.018,2.807,3.86,0.702,0.351,0,0,92.281,7.719,12
"Q3 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Alcohol","","Percentage",32.482,28.467,31.022,5.839,2.19,0,0,0,0,91.971,8.029,13
"Q4 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Alcohol","","Percentage",46.718,23.938,19.691,4.633,4.633,0.386,0,0,0,90.347,9.653,8
"Q4 2023/2024","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","All","d","Percentage",48.325,23.764,21.053,1.914,3.987,0.478,0.478,0,0,93.142,6.858,8
"Q1 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","All","d","Percentage",43.284,29.478,21.642,3.172,2.425,0,0,0,0,94.403,5.597,9
"Q2 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","All","d","Percentage",44.08,28.78,19.49,3.461,3.461,0.546,0.182,0,0,92.35,7.65,8
"Q3 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","All","d","Percentage",47.988,24.888,21.311,4.024,1.788,0,0,0,0,94.188,5.812,8
"Q4 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","All","d","Percentage",49.444,24.074,18.704,3.519,3.889,0.37,0,0,0,92.222,7.778,8
"Q4 2023/2024","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Co-dependency","","Percentage",71.186,16.949,10.169,1.695,0,0,0,0,0,98.305,1.695,6
"Q1 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Co-dependency","","Percentage",56.25,31.25,7.812,3.125,1.562,0,0,0,0,95.312,4.688,7
"Q2 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Co-dependency","","Percentage",50,28.947,7.895,5.263,6.579,1.316,0,0,0,86.842,13.158,7.5
"Q3 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Co-dependency","","Percentage",66.667,18.75,14.583,0,0,0,0,0,0,100,0,6
"Q4 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Co-dependency","","Percentage",60,13.333,20,3.333,3.333,0,0,0,0,93.333,6.667,6
"Q4 2023/2024","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Drug","","Percentage",59.274,21.774,12.903,0.806,5.242,0,0,0,0,93.952,6.048,6
"Q1 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Drug","","Percentage",53.846,27.692,12.308,3.59,2.564,0,0,0,0,93.846,6.154,7
"Q2 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Drug","","Percentage",55.851,26.064,12.766,3.723,1.596,0,0,0,0,94.681,5.319,7
"Q3 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Drug","","Percentage",57.593,22.923,14.613,3.152,1.719,0,0,0,0,95.129,4.871,6
"Q4 2024/2025","S08000029","","NHS Fife","","Fife ADP","","Community-based service","","Drug","","Percentage",50.996,25.498,17.53,2.39,3.187,0.398,0,0,0,94.024,5.976,7
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Alcohol","","Percentage",38,40,20,2,0,0,0,0,0,98,2,11.5
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Alcohol","","Percentage",50,45.455,4.545,0,0,0,0,0,0,100,0,7.5
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Alcohol","","Percentage",34.091,56.818,9.091,0,0,0,0,0,0,100,0,9
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Alcohol","","Percentage",50,50,0,0,0,0,0,0,0,100,0,4
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Alcohol","","Percentage",40,48,8,0,4,0,0,0,0,96,4,9
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Alcohol","","Percentage",50,50,0,0,0,0,0,0,0,100,0,5
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Alcohol","","Percentage",55.172,34.483,6.897,3.448,0,0,0,0,0,96.552,3.448,7
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Alcohol","","Percentage",0,0,0,0,0,0,0,0,0,0,0,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","All","d","Percentage",40.187,41.121,14.953,2.804,0.935,0,0,0,0,96.262,3.738,9
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","All","d","Percentage",96.296,0,0,3.704,0,0,0,0,0,96.296,3.704,0
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","All","d","Percentage",52.83,45.283,1.887,0,0,0,0,0,0,100,0,7
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","All","d","Percentage",91.304,4.348,0,0,4.348,0,0,0,0,95.652,4.348,0
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","All","d","Percentage",53.535,40.404,5.051,0,1.01,0,0,0,0,98.99,1.01,7
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","All","d","Percentage",82.759,3.448,0,13.793,0,0,0,0,0,86.207,13.793,0
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","All","d","Percentage",51.351,40.541,5.405,0,1.351,0,0,1.351,0,97.297,2.703,7
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","All","d","Percentage",96.667,3.333,0,0,0,0,0,0,0,100,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","All","d","Percentage",56.757,32.432,9.459,1.351,0,0,0,0,0,98.649,1.351,7
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","All","d","Percentage",94.286,2.857,0,2.857,0,0,0,0,0,97.143,2.857,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Co-dependency","","Percentage",20,40,30,10,0,0,0,0,0,90,10,11.5
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Co-dependency","","Percentage",60,40,0,0,0,0,0,0,0,100,0,3
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Co-dependency","","Percentage",58.333,33.333,0,0,8.333,0,0,0,0,91.667,8.333,7
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Co-dependency","","Percentage",91.667,0,0,8.333,0,0,0,0,0,91.667,8.333,0
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Co-dependency","","Percentage",88.889,11.111,0,0,0,0,0,0,0,100,0,3
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Co-dependency","","Percentage",71.429,28.571,0,0,0,0,0,0,0,100,0,7
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Drug","","Percentage",46.809,42.553,6.383,2.128,2.128,0,0,0,0,95.745,4.255,8
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Drug","","Percentage",95.238,0,0,4.762,0,0,0,0,0,95.238,4.762,0
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Drug","","Percentage",53.846,46.154,0,0,0,0,0,0,0,100,0,7
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Drug","","Percentage",88.235,5.882,0,0,5.882,0,0,0,0,94.118,5.882,0
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Drug","","Percentage",72.093,25.581,2.326,0,0,0,0,0,0,100,0,7
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Drug","","Percentage",80,0,0,20,0,0,0,0,0,80,20,0
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Drug","","Percentage",50,42.5,5,0,0,0,0,2.5,0,97.5,2.5,7.5
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Community-based service","","Drug","","Percentage",55.263,31.579,13.158,0,0,0,0,0,0,100,0,6.5
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Clackmannanshire ADP","","Prison-based service","","Drug","","Percentage",92.857,3.571,0,3.571,0,0,0,0,0,96.429,3.571,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","Alcohol","","Percentage",20.863,28.777,23.022,10.072,16.547,0.719,0,0,0,72.662,27.338,15
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Falkirk ADP","","Prison-based service","","Alcohol","","Percentage",40,40,20,0,0,0,0,0,0,100,0,9
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","Alcohol","","Percentage",31.304,26.957,31.304,6.087,4.348,0,0,0,0,89.565,10.435,13
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Prison-based service","","Alcohol","","Percentage",50,0,50,0,0,0,0,0,0,100,0,9.5
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","Alcohol","","Percentage",34.4,24.8,40,0.8,0,0,0,0,0,99.2,0.8,14
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Prison-based service","","Alcohol","","Percentage",66.667,0,33.333,0,0,0,0,0,0,100,0,0
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","Alcohol","","Percentage",41.818,30.909,27.273,0,0,0,0,0,0,100,0,11
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","Alcohol","","Percentage",31.183,40.86,25.806,1.075,1.075,0,0,0,0,97.849,2.151,12
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","All","d","Percentage",26.587,23.016,21.825,10.714,16.667,1.19,0,0,0,71.429,28.571,15
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Falkirk ADP","","Prison-based service","","All","d","Percentage",68.293,21.951,9.756,0,0,0,0,0,0,100,0,6
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","All","d","Percentage",38.426,27.778,24.074,5.556,4.167,0,0,0,0,90.278,9.722,11
"Q1 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Prison-based service","","All","d","Percentage",51.064,21.277,27.66,0,0,0,0,0,0,100,0,6
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","All","d","Percentage",34.872,24.615,40,0.513,0,0,0,0,0,99.487,0.513,13
"Q2 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Prison-based service","","All","d","Percentage",74.468,8.511,12.766,4.255,0,0,0,0,0,95.745,4.255,1
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","All","d","Percentage",40.291,36.408,22.816,0.485,0,0,0,0,0,99.515,0.485,11
"Q3 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Prison-based service","","All","d","Percentage",97.674,0,2.326,0,0,0,0,0,0,100,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","All","d","Percentage",38.462,35.256,24.359,0.641,0.641,0,0.641,0,0,98.077,1.923,11
"Q4 2024/2025","S08000019","","NHS Forth Valley","","Falkirk ADP","","Prison-based service","","All","d","Percentage",91.429,5.714,2.857,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","Falkirk ADP","","Community-based service","","Co-dependency","","Percentage",21.212,21.212,27.273,12.121,15.152,3.03,0,0,0,69.697,30.303,19
